web-scraper-order,web-scraper-start-url,links,links-href,Pages,Pages-href,Place,Details
1702400150-21,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"Closed at 19:0050. St Mark's Campanile7.14.7/5336 Reviewsbased on 9.3k reviewNo. 9 of Top Best Things to Do in VenetoObservation DecksbhdmfvjThe San Marco Bell Tower in Venice stands on the square of San Marco. This high-rise bell tower was built in the late 15th century and is the city coordinates of 1 Venice. (Figure 2), queue up to enter the bell tower buy tickets, the view is wide after the top, this is a great place to take a panoramic view of San Marco Square and Venice. • Will five clocks be at the hour? There is another story about this clock tower: the great Galileo was showing his telescope to the Governor of Venice in this clock tower. At that time, it took a long time to climb the slope to go up the clock tower, but now, There is an elevator to the clock tower. From the top of the clock tower, you can enjoy the whole view of Venice, and even overlook the Alps. If the weather is good, you can see Croatia on the other side of the Adriatic Sea.Italy · Venice",https://my.trip.com/travel-guide/attraction/venice/st-mark-s-campanile-88158/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,St Mark's Campanile,"The Bell Tower of San Marco belongs to the Basilica of San Marco. As the beacon of the city on the lagoon, the Bell Tower has long been regarded by the Venetians as an indisputable landmark of Venice, and its status in Venice is even more than the Basilica of San Marco itself.  The predecessor of St. Mark's Bell Tower was a watchtower built in the 9th century, which was later converted into a bell tower. In the centuries that followed, the Campanile of San Marco was damaged several times and underwent several reconstructions and renovations. Now it has become a tourist attraction for tourists from all over the world. Standing on St. Mark's Square, you can take pictures with the clock tower. The Bell Tower of San Marco is 98.6 meters high, with a brick red exterior and a simple structure. The lower half is a huge columnar building composed of bricks, each side is 12 meters long and 50 meters high. Above is the vaulted bell tower, where five clocks were previously placed. These five clocks have unique functions. Three-thirty (MezzaTerza) announces the meeting of the Senate, noon clock (Nona) heralds the arrival of noon, the workers clock (Marangona) marks the beginning and end of the working day, and the horseshoe clock (Trottiera) calls the House of Representatives. (MaggiorConsiglio) members participate in Parliament. In the past, the bells of the bell tower would ring all over Venice, but now only the workers' bell is left here. Above the arched bell tower is a square building, the outer walls are decorated with lions and Venetian justice women.To prevent corrosion from the sun and rain, the entire statue is wrapped in a thin gilded copper sheet. In addition to admiring the appearance of the bell tower on St."
1702400171-22,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"Closed at 19:1549. Brera Picture Gallery7.24.7/5136 Reviewsbased on 5.6k reviewNo. 1 of Top Museums & Galleries in MilanArt MuseumsPopular Spots徐徐霞客RrThe Brera Palace Art Museum, this art gallery is the most famous and most important collection of fine art paintings in Italy. Some of the particularly famous paintings in the collection are still very worth visiting, and the layout inside is also very beautiful.Italy · Milan",https://my.trip.com/travel-guide/attraction/milan/brera-picture-gallery-78613/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Brera Picture Gallery,"This art gallery is one of the important collections of Italian paintings, and it is also a representative painting gallery in Milan. The Brera Palace Gallery was founded by Napoleon I in 1809. At the beginning, some famous paintings collected by the Milan Academy of Fine Arts were exhibited, and then the exhibits gradually increased, mainly paintings from the Renaissance era, and some works by Dutch painters. The museum was established in the Brera Palace built in the second half of the 15th century, and was converted into the Academy of Fine Arts in the late 18th century, becoming a gallery for students to view masterpieces by masters. There are many masterpieces in the collection, such as Raphael's ""Marriage of the Virgin"", Mantegna's ""Mourning Christ"", Piero della Francesca's ""Montefortro altar decoration screen"" "", Hayez's ""Kiss"", etc. are all collected here, where you can feel the outstanding artistic achievements of the Northern Italian Renaissance."
1702400180-23,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"48. Palazzo Vecchio7.14.5/5182 Reviewsbased on 9.1k reviewNo. 2 of Top Historical Sites in FlorenceHistorical ArchitecturesMuseumssculptorThe Palace of Vico (Palazzo Vecchio, Italian for “Old Palace”) is the city hall in Florence, Italy. Overlooking the Plaza of the Lord (Piazza della Signoria), it is the historical center of Florence and the main site of the origin and history of the Florence Republic, and still maintains its reputation as the city's political focus.Available TodayItaly · FlorenceFrom RM 102.43",https://my.trip.com/travel-guide/attraction/florence/palazzo-vecchio-78593/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Palazzo Vecchio,"Palazzo Vecchio, also known as Palazzo Vecchio, is located in the Plaza Mayor and was the town hall of the Florentine Republic in the past. The entrance to the building is decorated with the city coat of arms and a replica of Michelangelo's famous sculpture ""David"". The 16th-century Salon dei Cinquecento (Salonedei Cinquecento) on the second floor of the building used to be the meeting room of the Florentine Republic. It was decorated with Bazzari paintings. The 13th-century Salon dei Duecento (SalonedeiDuecento) on the third floor was decorated with exquisite domes and woven maps of Florence at that time. The tapestries (made in the 16th century) are of artistic value. Climb to the top of the tower for a panoramic view of the whole of Florence."
1702400189-24,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"47. Basilica of Santa Croce in Florence7.14.6/5257 Reviewsbased on 9.2k reviewNo. 1 of Top Churches and Cathedrals in FlorenceBuildings by Famous ArchitectsChurches and CathedralsPopular Spotsfooler0809The Holy Cross is also a typical Florence church, with white as the background color and green facade as a color pattern. The square should be the largest in the city church, so it is very correct.Italy · FlorenceFrom RM 74.68",https://my.trip.com/travel-guide/attraction/florence/basilica-of-santa-croce-in-florence-78601/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Basilica of Santa Croce in Florence,"The Church of the Holy Cross is located in the Holy Cross Square. It is the largest St. Francis Church in the world. Its exquisite architectural structure provides the architectural blueprint for the later European Catholic churches. The Basilica of Santa Croce is also known as ""the Pantheon of Italy"", where 276 great Italians such as Galileo, Michelangelo, Machievilla and Marconi are buried. The church is also decorated with exquisite masterpieces by many art masters, which can be called the condensed essence of Renaissance architecture and art. The French writer Stendhal once wrote: ""Slowly, the Church of the Holy Cross gradually appeared in front of me. My My heart began to feel uneasy... My whole body seemed to lose strength, and every step I took seemed to be about to fall."" This is where ""Stendhal Syndrome"" comes from. Santa Croce was built in 1924 and designed by Florentine architect Arnolfo DiCambio. The Gothic facade seen now was built on the occasion of the centenary of Dante's birth in the 19th century. On the side stands a statue of Dante. Colorful marbles of different shapes adorn the grand façade, and the top of the main entrance has a large satellite pattern designed by Jewish architect Matas."
1702400198-25,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,46. Manarola7.24.5/5136 ReviewsNo. 2 of Top Best Things to Do in LiguriaRock MonumentsObservation DecksSeashoresTrips_lamboSimply amazing! would love to return to spend more days here! definitely suggest nessun dormaItaly · Province of La SpeziaFree,https://my.trip.com/travel-guide/attraction/manarola/manarola-18126833/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Manarola,"One of the five towns of the Cinque Terre. At the end of the Corniglia-Manarola trail, the colorful Manarola is suddenly and miraculously displayed, which is amazing. Similar to Corniglia, Manarola is built on rocks. There is no beach, no port, only a small landing platform; when the weather is good, there are many people sunbathing on the platform and the surrounding rocks, which is also one of the landscapes. It is said that the town of Manarola is a town with more vines in the Cinque Terre, and sciacchetrà is a famous local dessert wine."
1702400207-26,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"Closed at 19:1545. Palatine Hill7.24.5/5173 ReviewsNo. 13 of Top Best Things to Do in LazioMountainsHistorical Sites长空一残月🌙The view from the forum was great. Worth going up. Also pay attention to the ripples and ripples, you may find some! Add water to the fountain. Walking is something for the population to do.Available TomorrowItaly · RomeFrom RM 163.87",https://my.trip.com/travel-guide/attraction/rome/palatine-hill-100393/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Palatine Hill,"Palatine Hill is where Romulus, Remus, founded Rome in 753 BC. The scenery here is pleasant, and it is one of the places that the Romans liked for outdoor gatherings."
1702400216-27,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"44. Spanish Steps7.34.5/5113 Reviewsbased on 23k reviewNo. 12 of Top Best Things to Do in LazioPopular SpotsMonuments_TS***4kOne of Rome's most famous landmarks, Spanish Steps, stand in the middle of a high end shopping district whick makes them a perfect meeting point for tourists and locals alike. 135 steps lead from the Spanish Square below to the upper Piazza Trinita dei Monti, small square dominated by a pretty twin tower church. After visiting the church, you can marvel at the panoramic city views from its terrace.At the foot of the steps you'll find a curious little fountain depicting a sinking ship. The Ugly Boat Fountain was designed by Gian Lorenzo Bernini's father, Pietro. There's no lack of myths and legends in ancient or modern Rome. One such legend claims that in creating the fountain P. Bernini was inspired by an actual 16th century event when a fishing boat ended up on that exact same spot, in the middle of the square, carried by a flooding river. In reality, Bernini intended to resolve an issue of low water pressure with his design.Keats - Shelley Museum stands at the right foot of the stairs, housed in a building where Keats once lived and died.Spanish Steps have long been a favored spot for sitting down, relaxing, perhaps even having a snack. You'll be ill-advised to continue this practice today. Just sitting on the Steps, a UNESCO World Heritage Site, might cost you 250 euros. As with other popular Roman tourist spots, the best time to visit is early morning. You'll have the place much to yourself. Via del Babuino, one of Rome's high streets, will take you down to another popular square - Piazza del Popolo.Italy · RomeFree",https://my.trip.com/travel-guide/attraction/rome/spanish-steps-92645/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Spanish Steps,"The Spanish Steps is located on the Plaza de España, where the hero and heroine of the movie ""Roman Holiday"" enjoy ice cream sweetly, and it has become one of the must-see attractions for tourists from all over the world. There are many portraits and stalls selling flowers on the steps, so you might as well sit on the steps and enjoy the leisurely atmosphere. Architectural style The Spanish Steps was built in 1723. It is a Baroque-style building funded by the French and designed and constructed by the Italians. The large steps are made of travertine stone and consist of 3 large platforms divided into 3 layers. The steps are divided into 12 sections with a total of 137 stone steps. The arc-shaped steps on both sides connect the platforms. The plane of the steps is like a vase, forming a moving The curve, the change of the width of the steps, the matching of steps, and walking on it make people feel the rhythm of relaxation and relaxation. Before the completion of the large steps, the church in the east and the plaza in the past and the west were in a disordered state. The large curvilinear steps organically unified the squares and streets with different elevations and different axes, forming a harmonious whole. . On the large steps around the steps, a 16th-century twin-tower church overlooks the square; in front of the steps, there is a ""boat fountain"", which spreads coolness to the square with little drops of water. This is the work of Bernini's father, only a passionate and romantic Italian design Teachers can be so imaginative and creative. The Spanish Steps reflects the advantages of the free and flexible style of Baroque architecture in the overall layout of the city."
1702400225-28,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"43. Teatro alla Scala7.34.6/5260 Reviewsbased on 7.8k reviewNo. 2 of Top Performance Places in MilanTheatersQ GunItaly's number one opera house, went to London's West End to see the ""Phantom of the Theatre"", originally wanted to see a scene in Italy, but think of the English pattern also listen to a lively, Italian opera must be more incomprehensible. We just came over to check in after visiting the Second Corridor. The ticket was 7 euros. I didn't go in. It didn't mean much to come to see the building and decoration. The appearance of the entire opera house is very simple, and it is estimated that you will not pay special attention if you don't look at the Raiders. There are still people who enter the tour, and there are several staff at the door to check the ticket.Italy · MilanFrom RM 196.08",https://my.trip.com/travel-guide/attraction/milan/teatro-alla-scala-10559666/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Teatro alla Scala,"La Scala in Milan, Italy, is one of the world's largest opera houses. It is located directly behind the Promenade of Vittorio Emanuele II, connecting Piazza della Scala, with a statue of Leonardo da Vinci in the middle of the square. This slightly legendary opera house is seen as the embodiment of beauty. Architectural History La Scala was the second theatre to be rebuilt on its original site, the Ducal Theatre was destroyed in a fire. Two years later, La Scala was built and opened on the former site of Santa Maria della Scala. During the Second World War, the theater was bombed again, and the entire performance hall was destroyed. After the war, the Italian government allocated huge sums of money to rebuild it to a high standard at the time and built it into one of the most beautiful theaters in the world. La Scala's exterior is unpretentious, and you can't imagine how opulent the interior is. The opera house is extremely luxurious, famous for its six-tiered gilded arches adorned with chandeliers and private boxes divided in red silk. Watching a show here will be unforgettable. The Opera House is known as the paradise of operas. Operas, concerts and dramas are always staged at other times of the year except in August. The more familiar ones such as ""Turandot"" and ""Madame Butterfly"" were featured in this song. play. If you want to buy an opera ticket, you should book as early as possible. Traditional ticket purchases lead to Galleria del Sagrato, Piazza del Duomo and Duomo Metro Station. The subway station has relatively clear signs for instructions. Ticket opening hours are 12:00-18:00. If you want to buy tickets on a temporary basis, you can also buy them at the night ticket office next to the main entrance of the opera house at 2Via Filodrammatici, but this ticket window only sells tickets for the performance of the day, and you can go to buy two and a half hours before the performance starts. . Of particular note is the fact that concerts by the Filarmonica Orchestra are only available at the night ticket office 1 hour before the start. Of course, there are many ways to buy tickets. In addition to the ticket window, the more convenient ones are online booking, telephone booking and entrusting an intermediary. Prices vary depending on the show and location, generally ranging from €5 to €200. A detailed cast list for that night's performance was posted throughout the venue, as well as a detailed timetable indicating the time required for each act and the time for intermission. If attending the premiere, men are required to attend all black formal attire, and at other times to enjoy the performance, they must wear a suit and tie, and women are also not allowed to dress casually. La Scala Museum If you don't plan to see the show, it's not so easy to visit the inside of the theater. But you can visit the La Scala Museum, the entrance of the museum is not on this side of the square, but in Largo Ghiringhelli. The La Scala Museum inside the theater houses many precious musical instruments, performance costumes, as well as a large number of precious materials, portraits and statues about opera and Italian musicians. On the floor of the museum, there are exhibits related to opera shows arranged chronologically, including early advertising posters of Verdi's operas and arm models. Behind-the-scenes tour of the Opera House Visitors interested in a behind-the-scenes tour of the Opera House can book an appointment. A professional guide will take you to visit the various exhibition halls of La Scala and tell you anecdotes about musicians who have performed here, such as Giuseppe Verdi, Arturo Toscanini and others and anecdotes. You can also stand in the box and enjoy the majestic momentum of the Opera Hall, the crystal chandelier on the roof and the great stage in the history of opera. Email appointments to garino@fondazionelascala.it. Theatre Library In addition, the Opera House also has a theatre library, which has a collection of 80,000 volumes of theatrical art books in different languages, but you can only visit by making an appointment in advance. For reservations, call 02-88792088, and the email address is sartorio@fondazionelascala.it. The theatre has a shop where you can buy some CDs, DVDs and books about music."
1702400233-29,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,Closed at 19:0042. San Siro Stadium7.34.6/5187 Reviewsbased on 6.1k reviewNo. 6 of Top Best Things to Do in MilanSoccer Fields_TS***ggExcellent experience touring the stadium. Unfortunately while we were there the pitch was boarded up for a concert however it was great seeing the changing rooms for both teams and walking through the tunnel. The museum was an added bonus and incredible to see trophies and football shirts from iconic moments in sporting history.Italy · MilanFrom RM 150.83,https://my.trip.com/travel-guide/attraction/milan/san-siro-stadium-13415626/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,San Siro Stadium,"The San Siro Football Stadium, also known as the Giuseppe Meazza Stadium, is the home of the two Serie A teams AC Milan and Inter Milan, the temple of European football, and has been selected as one of the 23 European five-star stadiums by UEFA. Architectural History The stadium was designed with the English stadium as the template, and when it was built, it could accommodate 35,000 spectators on all four sides. The inauguration ceremony was held on September 19, 1926, and the audience filled every corner. In the opening match, Inter Milan defeated AC Milan 6-3. On February 20, 1927, the stadium hosted the first national team match, and the Italian team drew 2-2 with Czechoslovakia. Before 1945, San Siro had been the exclusive home of AC Milan, and Inter Milan put the home in the city center. Since then, the Football Theater has undergone several renovations and has become the magnificent building seen today. In addition to looking around the stadium, you can also follow the tour guide to visit the locker rooms and visiting rooms of the two teams of AC Milan and Inter Milan. What's more exciting is that you can enter the stadium through the player's aisle like an official football player and have a glimpse of the stadium. scenery. You can also sit in the nearby red stand and listen to the tour guide's explanation of the history of the football field. In addition, you can also visit the football museums of AC Milan and Inter Milan, which are set up in the football stadium, where the past souvenirs, jersey championships and various derivatives of the two teams are collected. Die-hard fans are hooked. After visiting the museum, you can go to the San Siro store at gate 14 of the stadium to buy classic items such as the official jerseys of AC Milan and Inter Milan."
1702400243-30,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"41. Rialto Bridge7.44.5/5271 Reviewsbased on 17.9k reviewNo. 5 of Top Night Attractions in VenicePopular SpotsBridgesSanGreat trip by gondola to admire the bridge! The view by boat has really different feeling, i suggest to have a try, just once in life! ;)Italy · VeniceFree",https://my.trip.com/travel-guide/attraction/venice/rialto-bridge-81284/?locale=en-MY&curr=MYR,5,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/5.html/?locale=en-MY&curr=MYR,Rialto Bridge,"Among the more than 400 bridges in Venice, in addition to the Bridge of Sighs, the Rialto Bridge is very famous. Located almost in the middle of Venice's S-shaped Grand Canal, it was built in the 13th century as a wooden bridge, later a marble bridge. The Rialto Bridge is 48 meters long, 22 meters wide, and 7 meters above the water. Both ends of the bridge are supported by 12,000 wooden piles inserted into the water. The bridge body is all made of white marble. There is a beautiful pavilion in the middle of the bridge. There are many exquisite carvings on the bridge body. It can be said that the bridge itself is like a delicate work of art. The bridge attracted tourists from all over the world, and everyone rushed to take pictures on the bridge. Standing on the bridge, the medieval style lingers. The middle of the bridge is a good spot to photograph the Grand Canal. Similarly, if you take a gondola or cruise, you can also take a panoramic view of the Rialto Bridge from the boat."
1702400269-32,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,Closed at 19:3039. Giotto's Bell Tower7.54.7/5228 Reviewsbased on 8.6k reviewNo. 3 of Top Churches and Cathedrals in FlorenceChurches and CathedralsE29***57very beautiful and colourful! reminded me of the sagrima familia from Spain. The line to get in to the catherdral is very long but worth it! and its free!Available TodayItaly · FlorenceFrom RM 130.72,https://my.trip.com/travel-guide/attraction/florence/giotto-s-bell-tower-78591/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Giotto's Bell Tower,"Giotto's Bell Tower is the bell tower of the Cathedral of Santa Maria del Fiore. It is located on the edge of the Cathedral of Santa Maria del Fiore. Opposite the bell tower is the octagonal baptistery. So from the front of the main church, it has a small street square composed of the baptistery and the bell tower. After visiting the cathedral, you can climb the Giotto Bell Tower. The bell tower is 85 meters high and has 414 steps. The exterior wall is covered with white marble, which is pure and elegant, bringing more momentum to the towering church. The clock tower is divided into 5 floors. The first floor is a closed structure without windows. The decorative panels on this floor are more exquisite. On the second floor, there are 4 small niche statues and 4 false niches carved on all sides. The third and fourth floors have two herringbone neo-Gothic windows on each side, and the fifth floor also has neo-Gothic spiral stone column windows. Since the stairs of the clock tower are narrow and there are many people climbing, it is recommended to consider your own physical strength and do what you can. But when you climb up the bell tower, you can see the streets of Florence's old town and the iconic red dome of the Cathedral of Santa Maria del Fiore."
1702400278-33,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"38. Piazza Navona7.54.6/5257 Reviewsbased on 39.9k reviewNo. 11 of Top Best Things to Do in LazioSquaresPopular SpotsHistorical Sites_TS***4kPiazza Navona is one of the most beautiful and vibrant squares in Rome. This lively square full of portrait painters, street performers and souvenir vendors, is located in the historic center of Rome, just 300m from the Pantheon. Surrounding the square there are lots of restaurants, cafes and terraces with Tre Scalini being perhaps the most popular among them. They make the best Tartufo dessert ( rich chocolate ice-cream dessert) in the whole city. For a peaceful stroll around the square and unobstructed photographs of its lavish fountains and buildings, come early in the morning. You will be delighted fo find a nearly empty square bathed in morning sunshine. The square dates back to the 15th century, but it was built over a 1st century Stadium of Domitian - Rome's first venue for athletic competitions. Underneath Piazza Navona several excavations have been made to uncover the original stadium. Excavations are opened daily from 10 am to 7 pm, tickets cost 8.5 euros.Navona Square is famed for its three fountains, the most impressive of which is The Fountain of the Four Rivers with an Egyptian obelisk as its centerpiece. Undoubtedly the heart of the square, the fountain was designed by Bernini. Four masculine figures represent four rivers: Nile, Ganges, Danube and Plate. There are two smaller fountains placed at each end of the square : Fontana del Nettuno at the northern end depicts Neptune fighting with a sea monster; at the southern end of the square we find Fontana del Moro with the Moor holding a dolphin surrounded by Tritons. Palacio Brascia, placed at the southern end of the oval piazza, houses a Museum of Rome with a large collection of artifacts that tell the story of this magnificent city from the Middle Ages to the mid-19th century. One of the highlights of the square is Chiesa di Sant'Agnese in Agone, a beautiful church built by Boromini, standing just opposite the Four Rivers Fountain. Piazza Navona is an ideal place to linger and do some people watItaly · RomeFree",https://my.trip.com/travel-guide/attraction/rome/piazza-navona-81168/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Piazza Navona,"Piazza Navona is adjacent to the Pantheon, where there are Baroque palace buildings, exquisite fountains, romantic cafes and other buildings. Three fountains The three fountains on the square are a must-see art work, completed by the sculptor Bernini in 1651, this white marble fountain is carved with four exquisite figures representing the Nile, Danube, Ganges and Ra Plata River. The obelisk placed over the crack of the building is a Roman imitation, and the names of Vespasian, Titus and Domitian are engraved in hieroglyphs on Egyptian granite . The other two fountains, the Poseidon Fountain and the Moorish Fountain, are located at the north and south ends of the square, respectively. The Moorish fountain was also designed by Bernini. The figure in the middle of the fountain is the god of the swamp. Pleasant to listen to. The buildings around the square are also beautiful, and there are many art treasures inside. Opposite the Four Rivers Fountain is the Church of Sant'Agnese in Agone. The facade of the church was designed by the Baroque architect Borromini. The circular vaults and angel reliefs are beautiful. The authentic works of Raphael and Caravaggio are not to be missed. The San Luigidei Francesi on the north side of Piazza Navona is a gray and white marble building with brilliant gold inside and a collection of Caravaggio's ""San Marco Picture"", which can be called an artistic treasure. There is also a market on the square, with everything from vegetables, fruits, dried fruits and spices to handicrafts, and it is fun to walk around. If you are tired, you can go to the restaurants or cafes next to the square to have a full meal. All restaurants have open-air seats. When the weather is fine, you can enjoy Italian food on the open-air seats. In addition, there are several well-known ice cream shops in Piazza Navona. You might as well buy one and taste it, sit down on the stone steps around the square, watch the wonderful performances of street performers in the square, admire the beautiful buildings, and observe the artist's concentration. look... enjoy a leisurely Roman holiday."
1702400286-34,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"Nearby City37. St. Peter's Square7.54.7/5326 Reviewsbased on 9k reviewNo. 3 of Top Best Things to Do in VaticanSquarespoohwubearWow, wow, wow! St. Peter’s Square is stunning and larger than I imagined. The fountains, the architecture is all so grand!Vatican9.8km from ItalyFree",https://my.trip.com/travel-guide/attraction/vatican/st-peter-s-square-81445/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/4.html/?locale=en-MY&curr=MYR,St. Peter's Square,"The square is located in front of the cathedral and was built in the 17th century as a gathering place for Christianity. Standing in such a magnificent square, you will be shocked by its momentum. Tourists lined up to enter the church. Overview of the square The square concentrates the architectural essence of various eras and is one of the large public spaces. Take the elevator of the church to the top and overlook the whole city of Rome. The whole square is like a key. Two semi-circular colonnades formed by four rows of Doric columns form a huge ellipse, which surrounds the whole in an arc. The piazza then extends towards the cathedral, which, in Bernini's view, represents the arms of the church open to embrace the world. There are more than 140 sculptures on the colonnade of the square, all completed by Bernini and his students, all of which are religious figures. In the center of the square is the obelisk that Caligula brought back to Rome from Heliopolis. There are two fountains on both sides of the Piazza Fountain. The one on the right was built by Maderno in the 17th century, and the one on the left was a replica designed and later repaired by Bernini. Standing on the white marble between the column and the fountain, looking at the columns in the promenade, it is incredible that the 4 columns seem to have only one, and Bernini's great accomplishments can also be seen from here! Every year, pilgrims and tourists from all over the world come here for pilgrimage. Every January 1st and Christmas, 200,000 people often gather in the square. Every Sunday, thousands of people listen to the Pope's morning prayers broadcast on the balcony and receive the Pope's blessing."
1702400295-35,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"Closed at 18:3036. Pitti Palace7.64.6/5198 Reviewsbased on 6k reviewNo. 1 of Top Historical Sites in FlorencePalacesArt Museums_We***10Mainly to see Raphael's works are very good museums, the flow of people is not so big, mainly Renaissance Raphael, late Titian, Rubens. There is a layer of modern art on the top, which is actually the paintings of the late 19th and early 20th centuries, with war, revolution, farmers, style as the theme. There is an early impressionist shadow. It is worth going! recommend!Available TodayItaly · FlorenceFrom RM 77.93",https://my.trip.com/travel-guide/attraction/florence/pitti-palace-78595/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Pitti Palace,"Palazzo Pitti in Florence is a Renaissance palace built by the Pitti family and now consists of the Royal Apartments, Palatine Gallery, Museum of Modern Art, Boboli Gardens, Costume Museum, Porcelain Museum and Silver Museum composition. The Pitti Palace is located on the south bank of the Arno River, very close to the Old Bridge and can be reached in about 10 minutes. Palazzo Pitti was originally the residence of the Florentine banker Luca Pitti, later purchased by the Medici family and served as the main residence of the Grand Duke of Tuscany. Over the generations, the Pitti Palace has stored a large amount of paintings, jewels and valuable treasures. Later, in the late 18th century, the Pitti Palace was used as the center of Napoleon Bonaparte's power, and the unified new Italian royal family also briefly lived here. The palace and the collection were later donated to the Italian people and opened to the public as the largest art gallery in Florence."
1702400304-36,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/?locale=en-MY&curr=MYR,"35. Amalfi Coast7.74.7/5145 Reviewsbased on 1.3k reviewNo. 1 of Top Best Things to Do in AmalfiPopular SpotsTownsSeashoresxman6SItaly has many net red attractions, and the Amalfi coast is definitely top 10. The coastline of about 50 kilometers is rated as a world heritage site due to rugged terrain, beautiful scenery and historic towns, and it is also one of the most beautiful coastlines in the world. Summer vacation is crowded, avoid July, August is a wise choice. Living in the small town on Amalfi is of course the best, but you can also choose to live in Sorrento or Salerno for a day tripItaly · Province of SalernoFree",https://my.trip.com/travel-guide/attraction/amalfi/amalfi-coast-10522609/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/italy-100026/tourist-attractions/4.html/?locale=en-MY&curr=MYR,Amalfi Coast,"The Amalfi coastline is a stretch of coastline on the southern side of the Sorrento Peninsula in the province of Salerno in southern Italy, with Positano in the west and Vietri on the sea in the east. The small towns along the coast are quiet and peaceful, picturesque and beautiful. Whitewashed alleys and arches, and the many ornate china shops tucked away in the alleyways, will be the perfect place to enjoy lunch, a leisurely stroll and an afternoon."
