web-scraper-order,web-scraper-start-url,links,links-href,Pages,Pages-href,Country,Place,Details
1702447215-22,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"39. Dali Ancient City9.04.6/510.3k Reviewsbased on 870 reviewNo. 1 of Top Best Things to Do in Dali PrefectureAncient TownsMiss ThaiPerhaps the most beautiful towns I've seen in China and while the main streets can get very crowded there is enough to see, eat and do to spend a full day..we spent 8 hours walking, eating, drinking and shopping. I was not expecting it to be so fun. Some of the surounding areas are also great, place is worth a visitChina · Dali PrefectureFree",https://my.trip.com/travel-guide/attraction/dali/dali-ancient-city-78629/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,Dali Ancient City,"Located at the foot of the beautiful Cangshan Mountain, Dali Ancient City is the capital of ancient Nanzhao and Dali countries. With a slow pace lifestyle, a relatively warm climate and beautiful natural surroundings, it is a very conducive place for living. Combing the ancient city for artsy shops and hipster cafes is a very therapeutic and thrilling experience. The third and fourth month of the lunar calendar is filled with a lot of local festivals. The famous San Yue Jie or ""Third Month Street"", is the biggest festival of the year for local Bai people. Merchants come from far and wide to set up street markets and sell their interesting array of goods. There's also horse racing, archery and other competitions throughout the day. Join in the fun if you happen to be there!"
1702447224-23,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"38. Emei Mountain9.04.6/532.3k Reviewsbased on 848 reviewNo. 1 of Top Best Things to Do in LeshanUNESCO World Heritage - Cultural SitesUNESCO World Heritage - Natural SitesMountainsE35***13Excellent place for a weekend trip from Chengdu.  It is a big park/mountain.  Took the bus up to the cable car.  There are 2 cable car routes.  One is private; the other is public.  Worth the extra money to not be cramped in a cable car with 100 other people, so I recommend the former.  Avoid going on any National holidays as it can be quite crowded with people.  Any places to eat or grab a snack up on the mountain.China · Leshan",https://my.trip.com/travel-guide/attraction/emeishan/emei-mountain-91796/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,Emei Mountain,"Mount Emei is one of the four famous mountains of Chinese Buddhism, and it is also the temple of Samantabhadra Bodhisattva. There are numerous Buddhist monasteries in the mountains that combine to give this place a holy and serene atmosphere. The scenery in the mountains are beautiful. The four seasons each have their own characteristics. If you are lucky, you can see the sunrise and sea of clouds. Do note that the monkeys in Mount Emei are notoriously naughty. They are not afraid of people, and even take the initiative to ask tourists for food."
1702447232-24,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"37. National Museum of China9.04.9/55.6k Reviewsbased on 945 reviewNo. 2 of Top Museums & Galleries in BeijingMuseumsAbah JakyI loved this museum, it is very big over many floors. It has a wide range of historical items. A must see. Do not take a bit backpack and make sure you take your passport. A must visit museum.China · BeijingFree",https://my.trip.com/travel-guide/attraction/beijing/national-museum-of-china-87207/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,National Museum of China,"The National Museum of China next to Tiananmen Square is home to many of China's national treasures such as the Four Goat Square Zun and Simuwu Square Cauldron. At the museum, you can view the terracotta warriors of Shaanxi, the sanxingdui masks of Sichuan, and the beast heads of the Summer Palace. Many national treasures that people usually only read about are there for you to see. The museum is divided into five floors with a total of 48 exhibition halls. They have a collection of more than a million items and it takes at least a whole day to explore the museum thoroughly."
1702447241-25,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"36. Oriental Pearl Radio & Television Tower9.04.7/5147.9k Reviewsbased on 6.6k reviewNo. 1 of Top Night Attractions in ShanghaiModern ArchitectureObservation DecksBrandon philanthropistSoaring Heights at Shanghai Radio TowerAscend to new heights at the iconic #ShanghaiRadioTower, where the city's skyline unfolds in a mesmerizing panorama. 🌆 Standing as a symbol of modernity and innovation, this architectural marvel offers visitors an unparalleled vantage point to behold the dynamic metropolis of Shanghai.As you journey skyward within the tower's sleek elevators, anticipation builds for the breathtaking spectacle awaiting at the observation deck. Step out into the open-air viewing platform, where the city's skyscrapers, the winding Huangpu River, and the distant horizons converge in a symphony of urban grandeur.Whether by day or night, the vistas from the #ShanghaiRadioTower promise to leave an indelible impression, offering a spellbinding visual narrative of Shanghai's evolution and dynamism. Capture the city's pulsating energy through your lens or simply revel in the sheer majesty of the urban expanse below.Before departing, indulge in a moment of tranquility at the tower's observation deck café, savoring a refreshing beverage while taking in the unparalleled cityscape that stretches before you.A visit to the #ShanghaiRadioTower is an invitation to witness the city from a perspective that transcends the ordinary, offering an experience that will linger in your memory long after you've descended from the heights.Ready to Use ImmediatelyAvailable TodayCancel Any TimeChina · ShanghaiFrom RM 129.84",https://my.trip.com/travel-guide/attraction/shanghai/oriental-pearl-radio-and-television-tower-75627/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,Oriental Pearl Radio & Television Tower,"The Oriental Pearl Radio & Television Tower is arguably the most recognizable feature on Shanghai’s skyline. Completed in 1994, it has come to symbolize China’s modernization and emergence on the global scene. Visitors travel up and down the Oriental Pearl Tower in double-decker elevators that can hold up to fifty people. Located on the tower’s lower levels is the Shanghai Municipal History Museum. Given its iconic status, this is certainly a can’t-miss attraction."
1702447251-26,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"35. Zhuhai Chimelong Ocean Kingdom9.04.7/540.9k Reviewsbased on 595 reviewNo. 1 of Top Best Things to Do in ZhuhaiTheme ParksCc &QqParent-child travel is very good for two days and one night. The place is very big to play for two days, so many packages are also included in the park for two days and the water world hotel in the hotel is divided into dolphin area and seahorse area. The seahorse area is relatively close to the water world. There is also a water world where the place is not big and the height is not 100cm. There is nothing to play, there are fewer children's areas, fortunately, you can watch dolphins swim, take photos is also good, there are many facilities in the park, many places are also very beautiful to take pictures, fireworks must be seen at night,Available TomorrowChina · ZhuhaiFrom RM 282.33",https://my.trip.com/travel-guide/attraction/zhuhai/zhuhai-chimelong-ocean-kingdom-10762535/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,Zhuhai Chimelong Ocean Kingdom,"Located in Hengqin, Zhuhai, Chimelong Ocean Kingdom is an enormous marine theme park. The park has a total of eight theme areas, including marine exhibition halls, active amusement facilities and animal performances. You can see a lot of rare marine species, and also experience the nearly 20-story flying roller coaster. There are exciting parades and fireworks on display too."
1702447260-27,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,34. Summer Palace9.14.7/541.7k Reviewsbased on 15k reviewNo. 4 of Top Best Things to Do in BeijingGardensMisterAriffI’ve visited this palace in group trip to Beijing. This palace is beautiful and the building is well maintained.Available TomorrowChina · BeijingFrom RM 37.47,https://my.trip.com/travel-guide/attraction/beijing/summer-palace-75597/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,Summer Palace,"Situated in the Haidian District northwest of Beijing, the Summer Palace is a Unesco World Heritage site that used to be the palace and garden of the emperors of the Qing Dynasty. It is the largest and most well preserved royal park in China. Construction of the palace began in 1750 and it served as a residential and entertainment area for the royal members. The palace underwent two major reconstructions after suffering damages during invasions by the Anglo-French Allied Forces and the Eight-Power Allied Forces during the late 19th and early 20th centuries. The Summer Palace can be divided into three sectors: a political activity area centered at the Hall of Benevolence and Longevity; an empress living area concentrated around the Hall of Jade Billows and Hall of Joy and Longevity; and a tour route concentrated along the long corridor, rear hill, and the west sector."
1702447269-28,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"33. Mount Huangshan9.14.7/539.3k Reviewsbased on 3.1k reviewNo. 1 of Top Best Things to Do in AnhuiMountain ClimbingUNESCO World Heritage - Cultural SitesUNESCO World Heritage - Natural SitesMountains四个傻小孩Going to Huangshan really depends on luck, the tour guide said that only 30% chance of encountering good weather. If you want to walk for a day, it is recommended to go sooner and better. It would be easier if you can live on the mountain. We lived on the mountain for a day and walked 30k steps. It is also convenient to watch the sunrise and sunset if you live on the mountain.China · Huangshan",https://my.trip.com/travel-guide/attraction/huangshan/mount-huangshan-87869/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,Mount Huangshan,"Mount Huangshan is famous for its long history. ""You would not want to visit mountains after visiting the Five Sacred Mountains, and you would not want to visit the Five Sacred Mountains after visiting Huangshan."" Xu Xiake, a great traveler and geographer of the Ming Dynasty, twice ascended Huangshan to witness its magnificence, exclaiming it as ""a wonder in life."" Dramatic Pines, grotesque rocks, sea of clouds, and hot springs are known as the “Four Musts” of Huangshan. They are the uncanny workmanship of nature and cannot be missed. In addition, the haze, snow scene, and sunrise are unique landscapes of Huangshan. Each landscape has its unique beauty and makes you feel like you are in a fairyland."
1702447281-29,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,32. Tang Dynasty Furong Garden9.14.4/521.7k Reviewsbased on 486 reviewNo. 1 of Top Family-friendly Attractions in Xi'anCultural AreasAletaA nice garden for a chilled walk with family or friends. When you walk upstairs in the beautiful building to enjoy the view don't skip going underground side where old city's model is presented. There is also a short movie about the city with English subtitles.An evening boat ride is a nice way to end the day in the park.Ready to Use ImmediatelyAvailable TodayCancel Any TimeChina · Xi'anFrom RM 78.30,https://my.trip.com/travel-guide/attraction/xi-an/tang-dynasty-furong-garden-81938/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,Tang Dynasty Furong Garden,"The Tang Dynasty Furong Garden located on the southeast side of Giant Wild Goose Pagoda, was built on the site of the original Furong Garden in the Tang Dynasty. With Furong Lake as the geographical center, Ziyun Tower, Luyu Tea House, Fengming Nineteenth Theatre and many other attractions surround the lake. This place showcases large-scale replicas of Tang-era buildings. Here, you can enjoy the magnificence of Tang buildings, appreciate the beautifully-lit scenery, and watch musicals in the style of the Tang Dynasty."
1702447291-30,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,31. The Lost Chambers Aquarium (Sanya)9.14.5/523.7k Reviewsbased on 178 reviewNo. 5 of Top Family-friendly Attractions in SanyaAquariumsLizedp01absolutely lovely! I'd recommend to go in the off season to have a nicer view of things and avoid over crowding. but it felt like being underwater with the fish. simply beautiful! also right outside is a cute little restaurant that had the best smoked salmon panini!China · Sanya,https://my.trip.com/travel-guide/attraction/sanya/the-lost-chambers-aquarium-44773663/?locale=en-MY&curr=MYR,4,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/4.html/?locale=en-MY&curr=MYR,China,The Lost Chambers Aquarium (Sanya),"The Lost Chambers Aquarium is a popular attraction in Sanya. The aquarium has staggered underwater tunnels and distinctive corridors. It has more than 30 display pools and tens of thousands of marine life can be seen here. The gigantic transparent display curtain wall is one of the most popular part of the tour with direct visual access to various marine life on the sea floor and the remains of Atlantis. In addition, the aquarium also offers plenty of diving programs for visitors to experience the magic of the underwater world."
1702447302-31,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"30. Wuhou Shrine9.14.6/515.4k Reviewsbased on 819 reviewNo. 3 of Top Best Things to Do in ChengduMemorial TemplesMichelle Okano AnzanelloBeautiful place to visit, with amazing gardens and buildings. There’s also a museum and at the exit of Wuhou Shrine you get out in an ancient street.China · Chengdu",https://my.trip.com/travel-guide/attraction/chengdu/wuhou-shrine-76341/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Wuhou Shrine,"Wuhou Temple commemorates Zhuge Liang, the prime minister of the Shu Kingdom during the Three Kingdoms Period. When it was first constructed, it was adjacent to Liu Bei’s Han Zhao Lie Temple, but It was later incorporated into the Han Zhao Lie Temple during the Ming Dynasty and became a rare temple in China that commemorates both a ruler and his subordinates in a same compound. The cultural relics area is composed of Huiling Mausoleum, Han Zhaolie Temple, Wuhou Temple and Sanyi Temple. The main building is Wuhou Temple, which enshrines Liu Bei, Zhuge Liang and other heroes of Shu-Han Kingdom. Chengdu's famous landscape ""Red Wall and Shadows of Bamboo"" is also in the scenic area. Do take some photos when you are there!"
1702447311-32,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"29. Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences9.14.7/511.1k Reviewsbased on 89 reviewNo. 1 of Top Best Things to Do in MenglaBotanical GardensCoreybBakerit’s big! we walked 15kms that day and almost covered the park. West side of the park is pretty and very well maintained. We loved the west side, wild beautiful and no tourists:) rainforest walk could be longer.China · Xishuangbanna",https://my.trip.com/travel-guide/attraction/mengla/xishuangbanna-tropical-botanical-garden-chinese-academy-of-sciences-75910/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,"Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences","The Xishuangbanna Tropical Botanical Garden of the Chinese Academy of Sciences is located in Yilun Town, Mengla County, Xishuangbanna. The park is divided into two parts: the eastern area and the western area. The West District is the main attraction. It includes more than 20 specialized botanic gardens. The “Exotic Flower Garden"" is the most popular among tourists. Eastern District is a large area of ​​old-growth tropical rain forest. Most areas are paved with viewing trails, suitable for travelers who enjoy hiking."
1702447319-33,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,28. Nanshan Cultural Tourism Zone9.14.7/523.9k Reviewsbased on 269 reviewNo. 4 of Top Nature Attractions in SanyaCultural AreasSeashoresChandreThe view is amazing. The water is so blue. Prepare for lots of walking. Can see lots of Chinese people worshiping inside and you can go straight up to the Buddha.China · Sanya,https://my.trip.com/travel-guide/attraction/sanya/nanshan-cultural-tourism-zone-75993/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Nanshan Cultural Tourism Zone,"Nanshan Cultural Tourism Zone is located in Yazhou District of Sanya. It is a famous religious and cultural site in China. The attraction is built by the sea, where you can enjoy the natural beauty of mountains and seas. The Nanshan Temple and the 33 Guanyin Temple in the scenic spot are both excellent places for worshipping Buddhas. At the end of the scenic spot, the 108-meter high Guan Yin of Nanshan cannot be missed."
1702447328-34,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"27. Orange Island9.14.6/510.4k Reviewsbased on 426 reviewNo. 1 of Top Best Things to Do in ChangshaCultural Areas_TS***w0really nice little day trip that you can go either day or night time. unfortunately, the statue of young Mao was being cleaned, so we saw scaffolding. however, it was still a great sight and many options to drink 茶颜悦色, the famous milk tea of Changsha city.China · ChangshaFree",https://my.trip.com/travel-guide/attraction/changsha/orange-island-77604/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Orange Island,"Orange Island is a long and narrow island in the Xiang Jiang River. It is the world's longest inland river island and also one of Changsha's most famous attractions. The island has dense trees, a large orange garden, a huge Mao Zedong Statue, and other cultural galleries. During his youth days, Mao Zedong spent a lot of time walking along the beaches, sunbathing and swimming at the island. He even wrote a poem about the island. During major festivals, there will be fireworks display available here, treating visitors to a visual feast."
1702447338-35,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,26. Yellow Crane Tower9.14.6/546.9k Reviewsbased on 1.4k reviewNo. 1 of Top Best Things to Do in HubeiHistorical ArchitecturesBD to world explorerIt's an amazing place. If i am not wrong then this place is an iconic spot for wuhan. Beside the yellow river and heart warming weather just want to say wow!!!China · WuhanWalk-in Price From RM 45.68,https://my.trip.com/travel-guide/attraction/wuhan/yellow-crane-tower-77593/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Yellow Crane Tower,"Yellow Crane Tower is a landmark building of Wuhan. It is located on the bank of the Yangtze River and above Snake Hill in Wuchang. Many celebrities have written famous poems about the tower. Yellow Crane Tower was built during the Three Kingdoms period, but it was destroyed many times. What we see now is the reconstructed version built in 1985. When you climb the Yellow Crane Tower, you can see the spectacular view of the Yangtze River and Wuhan's three districts."
1702447347-36,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"25. Weizhou Island9.14.3/515k Reviewsbased on 303 reviewNo. 1 of Top Best Things to Do in GuangxiIslands/PeninsulasBeaches小呆萌家的可乐乐生活Weizhou Island is still very good, relatively speaking, there are a lot of homestays, but there are few good hotels. Bring your girlfriend and rent an electric car to travel around the island. It is quite good. It is also good to eat seafood at night.China · Beihai",https://my.trip.com/travel-guide/attraction/beihai/weizhou-island-10558668/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Weizhou Island,"Located at the south of Beihai Sea, Weizhou Island is one of China's largest extinct volcanoes. The charm of this island lies in its volcanic rocks at the Crocodile Hill Scenic Area, abundance of sea-erosion landscapes, beaches with different styles, cultural attractions with long history, and beautiful sunrise and sunset. For food lovers, the reasonably-priced seafood here cannot be missed."
1702447356-37,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,24. West Island9.14.5/59.5k Reviewsbased on 149 reviewNo. 3 of Top Nature Attractions in SanyaIslands/PeninsulasWater SportsBeaches_TS***3cA million times better than Wuzhizhou Island 75rmb boat ticket and we stayed over night... Beautiful Island and a lot more eco friendlyChina · Sanya,https://my.trip.com/travel-guide/attraction/sanya/west-island-10558942/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,West Island,"West Island is a small island located in the southwest of downtown Sanya. The island has beautiful scenery and clear sea water. You can play various sea sports there. Being close to the Sanya National Coral Reef Nature Reserve, it is very suitable for diving. The underwater scenery is very good. In addition to water entertainment, you can also have fun on Niuwang Island which is an affiliated island in the southwest corner of West Island. It has an uncultivated natural scenery and is more quiet and pleasant."
1702447366-38,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"23. Zhangjiajie National Forest Park9.24.6/522.2k Reviewsbased on 2.3k reviewNo. 1 of Top Family-friendly Attractions in ZhangjiajieMountainsGeological SitesForestsNational ParksFar Off & OutZhangjiajie National Forest Park is absolutely stunning. Once you enter the park, it feels like you have fallen into a completely different world. We came in early October, so the weather was perfect. The staff members were also extremely helpful and kind. They were always willing to help us navigate the park and provide assistance when needed. For those concerned about the bathroom, there are bathrooms available at every cable car station and major attractions. The majority of bathrooms also had sitting toilets and were relatively clean. We were overall very impressed!Ready to Use ImmediatelyAvailable TodayChina · ZhangjiajieFrom RM 95.91",https://my.trip.com/travel-guide/attraction/zhangjiajie/zhangjiajie-national-forest-park-10559092/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Zhangjiajie National Forest Park,"Zhangjiajie National Forest Park is the main attraction of Zhangjiajie. It is famous for its sandstone landforms, precarious peaks, limpid streams, dense forests, and large karst caves. More than 3,000 mountain peaks of various shapes are congregated here in the park, forming a spectacular scenery. The park was thrust into foreign travelers' eyes after the booming success of the movie “Avatar”, in which the Hallelujah Mountains were inspired by the Heavenly piller of Zhangjiajie National Forest Park. The main attractions in the park are Yuanjiajie, Tianzi Peak, Golden Whip Stream and Yellow Stone Village. The mountains have peculiar shapes, often surrounded by fog and mist giving visitors a view similar to the drawings of a traditional chinese painting."
1702447375-39,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"22. Gulangyu Island9.24.4/537.9k Reviewsbased on 5.7k reviewNo. 1 of Top Best Things to Do in FujianUNESCO World Heritage - Cultural SitesHistorical ArchitecturesIslands/PeninsulasBeachesamlam888Gulangyu A romantic island with mountains, seas, ancient houses, traces of history, food and romantic sunrise and sunset are most suitable for couples to travel. It is highly recommended to travel.China · XiamenFree",https://my.trip.com/travel-guide/attraction/xiamen/gulangyu-island-10524162/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Gulangyu Island,"Gulangyu Island is a tiny island located on the estuary of the Chiu-lung River, facing the city of Xiamen. It is a Unesco World Heritage Site that used to be an important window for Sino-foreign exchanges during the 19th and 20th century. The island is a popular attraction for architecture enthusiasts, providing a mixture of different architectural styles including Traditional Southern Fujian Style, Western Classical Revival Style and Veranda Colonial Style. You can hike up the Sun Rock to overlook the whole island, take a walk in the Shuzhuang Garden (including the Piano Museum) which is one of the finest Jiangnan classical gardens, visit the Hao Yue Garden containing architectures from the Ming Dynasty (including a statue of national hero Zheng Chenggong), the organ museum, and the international letter carving art museum. Don't forget to send yourself a postcard from the future at local stores!"
1702447383-40,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"21. Chimelong Safari Park9.24.7/555.2k Reviewsbased on 1.4k reviewNo. 1 of Top Best Things to Do in GuangdongZoosGeneWong0015 hours on weekdays can be leisure enough to play, relax and stress free! No one is so comfortable in the morning, the south gate is a little smaller, and there are children and students starting around 11 o'clock. The army should travel at school.Available TomorrowChina · GuangzhouFrom RM 234.60",https://my.trip.com/travel-guide/attraction/guangzhou/chimelong-safari-park-76896/?locale=en-MY&curr=MYR,3,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/3.html/?locale=en-MY&curr=MYR,China,Chimelong Safari Park,"Chimelong Safari Park is part of the Chimelong Tourist Resort. Located in Guangzhou's Panyu, it is China's first and Guangzhou's only ""AAAAA"" grade scenic area. It is also the filming location of the famous reality show “Dad, Where Are We Going”. The park spans over 2000 acres of land including a large section of undisrupted Southeast China subtropical rainforest making it the largest eco-zoo in China. The park contains many wild animals from all over the world, of which many are rare species. It is a great place for family trips, there are plenty of animal performances in the park, and there is also a park zone designed specifically for children. It's a lot of fun!"
1702447395-41,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"Open at 18:1020. ""The Song of Everlasting Sorrow""9.24.6/514.3k Reviewsbased on 52 reviewNo. 3 of Top Best Things to Do in Xi'anPerformancesFollowPattyToThe song of Changhen is a must-see for every visit to Xi'an. The performance for more than an hour, there is no cold field, as if seeing Bai Juyi's love story of Tang Xuanzong and Yang Guifei happen in front of you, which is absolutely impressive.China · Xi'an",https://my.trip.com/travel-guide/attraction/xi-an/the-song-of-everlasting-sorrow-10758966/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,"""The Song of Everlasting Sorrow""","""Song of Everlasting Sorrow"" is a historical drama adapted from the poem of the famous Tang Dynasty poet Bai Juyi. The drama describes the love story between Emperor Tang Xuanzong and his concubine Yang Guifei during the Tang Dynasty. The performance venue is in Huaqing Palace, a famous scenic spot in Xi’an, and the famous Mount Lishan serves as the background of the performance. By means of mountain and river scenes, classic music and dance, narrative poem, high-tech lighting, acoustics and special effects, ""Song of Everlasting Sorrow"" gives the audience a chance to travel back in time to appreciate the love that happened at the foot of Lishan Mountain and the bank of Huaqing pool 1000 years ago, and experience the culture of the flourishing Tang Dynasty."
1702447407-42,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"19. Huaqing Pool9.24.4/516.8k Reviewsbased on 722 reviewNo. 1 of Top Nature Attractions in Xi'anSpringsMuseumsHistorical SitesOldmengshitXi'an, the ancient capital of the 13th Dynasty, the place to check in ～ Linyi, the location of 2 famous attractions, of course, you can't miss... Huaqing Pool, Yang Guifei bathing place, the bathtub is still, the skin is bad; Xi'an incident bullet holes are clearly visible, you can imagine how fierce the battle was!Ready to Use ImmediatelyAvailable TodayCancel Any TimeChina · Xi'anFrom RM 78.30",https://my.trip.com/travel-guide/attraction/xi-an/huaqing-pool-75681/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Huaqing Pool,"The Huaqing Palace on the outskirts of Xi'an has been a hot spring bathing resort since ancient times and was also where the Xi'an Incident took place. During Emperor Xuanzong's reign in Tang Dynasty, it was a bathing place for the royal family and court ministers. Now, you can visit the royal pools of Tang Xuanzong and Yang Guifei, named Lotus Pool and Haitang Pool respectively. In 1936, the Xi'an Incident took place and changed China's destiny. In the southern part of the scenic spot, the “five halls” of Chiang Kai-shek’s old residential site were preserved intact, and the bullet marks of the fierce battle are still left on the walls."
1702447416-43,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"18. Jiuzhaigou Scenic Area9.24.7/521.6k Reviewsbased on 4.2k reviewNo. 1 of Top Best Things to Do in Aba PrefectureUNESCO World Heritage - Natural SitesLakesRitameimeiJiuzhaigou National Nature Reserve. People here are called Haizi, and different Haizi have different scenery. There are buses along the road, and the bus takes to the farthest Haizi and walks down slowly to feel the different wind.China · Aba Prefecture",https://my.trip.com/travel-guide/attraction/jiuzhaigou/jiuzhaigou-scenic-area-89895/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Jiuzhaigou Scenic Area,"Jiuzhaigou is located in Sichuan's Aba Prefecture. The place got its name because nine villages are located in this valley. Like a world from the fairy tales, Jiuzhaigou is renowned for its water landscapes. There is a saying that after visiting Jiuzhaigou, you will not see any better water landscapes elsewhere.  In some areas of Jiuzhaigou, the elevation is relatively high. Some tourists may experience altitude sickness. When visiting, please do not engage in vigorous exercise."
1702447425-44,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/?locale=en-MY&curr=MYR,"17. Huangguoshu Waterfall9.24.5/529.2k Reviewsbased on 625 reviewNo. 1 of Top Best Things to Do in GuizhouWaterfallsYuli李彧Asia's first waterfall! One of the must-check-in places for mainland tourism! Summer water season: during the day, the niche route RV camp ➡️ Catholic church ➡️ observation deck ➡️ and then enter the scenic spot (downhill, this entrance is very small). Night tours of Huangguoshu are another feeling. The spectacular scenes of Huangguoshu can only be felt by being immersive. The surrounding area is very popular and distinctive homestays! Worth punching inChina · Anshun",https://my.trip.com/travel-guide/attraction/guanling/huangguoshu-waterfall-79814/?locale=en-MY&curr=MYR,2,https://my.trip.com/travel-guide/attraction/china-110000/tourist-attractions/2.html/?locale=en-MY&curr=MYR,China,Huangguoshu Waterfall,"The Huangguoshu Waterfall was a filming location for the 1986 television production Journey to the West. It gets its name from the “huangguo trees” that grow along the riverbanks. The waterfall is surrounded by lush vegetation, gorges, limestone caves, stone outcroppings, and rock pillars in a classic karst landscape. Centered around Huangguoshu Waterfall, 18 unique waterfalls line this stretch of river. Known for their power, strength, treacherousness, and beauty, they comprise one of the world’s great groups of waterfalls."
